name,brand,price (đ),link_item,link_img,ram (GB),rom (GB),rom_type,rate,quantity_sale,original price (đ),discount percent
Laptop MSI Gaming Sword 16 HX B14VFKG i7 14700HX/16GB/1TB/8GB RTX4060/240Hz/Balo/Win11 (045VN),MSI,36190000,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn,https://cdn.tgdd.vn/Products/Images/44/322100/msi-gaming-sword-16-hx-b14vfkg-i7-045vn-thumb-600x600.jpg,16,1024,SSD ,4.9,139.0,39990000,9
Laptop Lenovo Ideapad Slim 5 16IMH9 Ultra 7 155H/32GB/512GB/120Hz/Win11 (83DC001SVN),Lenovo,25990000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-7-83dc001svn,https://cdn.tgdd.vn/Products/Images/44/326577/lenovo-ideapad-slim-5-16imh9-ultra-7-83dc001svn-thumb-600x600.jpg,32,512,SSD ,5.0,136.0,27690000,6
Laptop Asus Vivobook S 16 OLED M5606WA R9 AI HX 370/32GB/1TB/120Hz/OfficeHS/Win11 (MX072WS),Asus,30490000,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-m5606wa-r9-mx072ws,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329333/asus-vivobook-s-16-oled-m5606wa-r9-mx072ws-thumb-638649286349319591-600x600.jpg,32,1024,SSD ,5.0,207.0,33990000,10
Laptop Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H/16GB/512GB/Win11 (NX.KSLSV.002),Acer,25990000,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002,https://cdn.tgdd.vn/Products/Images/44/325051/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002-thumb-600x600.jpg,16,512,SSD ,5.0,53.0,26990000,0
Laptop HP Probook 460 G11 Ultra 5 125U/16GB/512GB/Win11 (A74BTPT),HP,22990000,https://www.thegioididong.com/laptop/hp-probook-460-g11-ultra-5-a74btpt,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331514/hp-probook-460-g11-ultra-5-a74btpt-thumb-638685621477485957-600x600.jpg,16,512,SSD ,5.0,18.0,23690000,0
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5340W1),Dell,17990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5340w1,https://cdn.tgdd.vn/Products/Images/44/327509/dell-inspiron-15-3530-i5-n5i5340w1-new-thumb-600x600.jpg,16,512,SSD ,5.0,998.0,19990000,10
Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U/16GB/512GB/Win11 (NX.J2SSV.004),Acer,14790000,https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333423/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004-thumb-638707333267794273-600x600.jpg,16,512,SSD ,5.0,17.0,0,0
Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/1TB/OfficeHS/Win11 (7FN5J),Dell,24990000,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,https://cdn.tgdd.vn/Products/Images/44/325953/dell-inspiron-14-5440-core-7-7fn5j-thumb-600x600.jpg,16,1024,SSD ,5.0,632.0,26990000,7
Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU i7 1355U/16GB/512GB/Win11 (NX.J2SSV.005),Acer,17990000,https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333421/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005-thumb-638707384369849633-600x600.jpg,16,512,SSD ,5.0,12.0,0,0
Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA),HP,11190000,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/328304/hp-240-g9-i3-6l1x8pa-thumb-600x600.jpg,8,512,SSD ,5.0,445.0,13690000,18
Laptop MSI Gaming Thin 15 B13UCX i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (2080VN),MSI,17690000,https://www.thegioididong.com/laptop/msi-thin-15-b13ucx-i5-2080vn,https://cdn.tgdd.vn/Products/Images/44/329786/msi-thin-15-b13ucx-i5-2080vn-thumb-600x600.jpg,16,512,SSD ,5.0,99.0,19990000,11
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),MSI,18690000,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,https://cdn.tgdd.vn/Products/Images/44/308697/msi-gaming-gf63-thin-12ve-i5-460vn-thumb-600x600.png,8,512,SSD ,4.9,870.0,22490000,16
Laptop Asus Vivobook 14X OLED K3405VC i5 13500H/16GB/512GB/4GB RTX3050/Win11 (KM006W),Asus,24490000,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w,https://cdn.tgdd.vn/Products/Images/44/311117/asus-vivobook-14x-oled-k3405vc-i5-km006w-glr-thumb-600x600.jpg,16,512,SSD ,4.9,859.0,28490000,14
Laptop HP Pavilion X360 14 ek1047TU i7 1355U/16GB/512GB/Touch/Pen/Win11 (80R25PA),HP,24990000,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1047tu-i7-80r25pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/311115/hp-pavilion-x360-14-ek1047tu-i7-80r25pa-thumb-600x600.jpg,16,512,SSD ,4.9,1100.0,27590000,9
Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/1TB/Win11 (L1386W),Asus,22990000,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1386w,https://cdn.tgdd.vn/Products/Images/44/320552/asus-vivobook-15-oled-a1505va-i9-l1386w-thumb-600x600.jpg,16,1024,SSD ,4.9,731.0,24990000,8
Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4070/240Hz/Win11 (83DF0046VN),Lenovo,53490000,https://www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0046vn,https://cdn.tgdd.vn/Products/Images/44/326496/lenovo-legion-pro-5-16irx9-i9-83df0046vn-thumb-600x600.jpg,32,1024,SSD ,5.0,29.0,56990000,6
Laptop Dell Vostro 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (71030559),Dell,16490000,https://www.thegioididong.com/laptop/dell-vostro-3520-i5-71030559,https://cdn.tgdd.vn/Products/Images/44/326194/dell-vostro-3520-i5-71030559-thumb-600x600.jpg,16,512,SSD ,4.9,2000.0,16990000,0
Laptop Asus TUF Gaming A15 FA506NFR R7 7435HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN113W),Asus,18690000,https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-thumb-638627948110276080-600x600.jpg,16,512,SSD ,5.0,198.0,19990000,6
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71026454),Dell,21490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71026454,https://cdn.tgdd.vn/Products/Images/44/326148/dell-inspiron-15-3530-i7-71026454-thumb-600x600.jpg,16,512,SSD ,4.9,908.0,22390000,0
Laptop Asus Vivobook S 14 OLED S5406MA Ultra 5 125H/16GB/1TB/120Hz/Win11 (PP136W),Asus,24990000,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w,https://cdn.tgdd.vn/Products/Images/44/328239/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w-thumb-600x600.jpg,16,1024,SSD ,5.0,475.0,26990000,7
Laptop Acer Aspire 5 A515 58M 79R7 i7 13620H/16GB/512GB/Win11 (NX.KQ8SV.007),Acer,18490000,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,https://cdn.tgdd.vn/Products/Images/44/327507/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007-thumb-new-600x600.png,16,512,SSD ,4.9,239.0,20990000,11
Laptop HP Elitebook 630 G10 i5 1335U/16GB/512GB/Win11 (9J0B4PT),HP,22490000,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-19j0b4pt?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/323335/hp-elitebook-630-g10-i5-19j0b4pt-thumb-600x600.jpg,16,512,SSD ,5.0,278.0,23590000,0
Laptop Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U/16GB/512GB/Win11 (NX.J1HSV.002),Acer,18990000,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,https://cdn.tgdd.vn/Products/Images/44/329867/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002-thumb-600x600.jpg,16,512,SSD ,5.0,75.0,19990000,5
Laptop HP Pavilion 15 eg3095TU i5 1335U/8GB/512GB/Win11 (8C5L6PA),HP,18190000,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa,https://cdn.tgdd.vn/Products/Images/44/315911/hp-pavilion-15-eg3095tu-i5-8c5l6pa-thumb-2-600x600.jpg,8,512,SSD ,5.0,413.0,19990000,9
Laptop Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H/32GB/1TB/6GB RTX4050/120Hz/OfficeHS/Win11 (83E2005DVN),Lenovo,46290000,https://www.thegioididong.com/laptop/lenovo-yoga-pro-7-14imh9-ultra-7-83e2005dvn,https://cdn.tgdd.vn/Products/Images/44/328138/lenovo-yoga-pro-7-14imh9-ultra-7-83e2005dvn-thumb-600x600.jpg,32,1024,SSD ,5.0,3.0,47290000,0
Laptop MSI Gaming Katana A15 AI B8VF R7 8845HS/16GB/512GB/8GB RTX4060/144Hz/Balo/Win11 (419VN),MSI,29190000,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8vf-r7-419vn,https://cdn.tgdd.vn/Products/Images/44/322949/msi-gaming-katana-a15-ai-b8vf-r7-419vn-thumb-600x600.jpg,16,512,SSD ,5.0,26.0,30990000,5
Laptop Lenovo ThinkBook 14 Ultra 7 155U/16GB/512GB/Win11 (21MR0072VN),Lenovo,26690000,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn,https://cdn.tgdd.vn/Products/Images/44/328130/lenovo-thinkbook-14-ultra-7-21mr0072vn-thumb-600x600.jpg,16,512,SSD ,5.0,25.0,27390000,0
Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN097W),Asus,20490000,https://www.thegioididong.com/laptop/asus-fa506ncr-r7-hn097w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330578/asus-fa506ncr-r7-hn097w-thumb-638633335761541255-600x600.jpg,16,512,SSD ,5.0,225.0,21990000,6
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (V5I5610W1),Dell,14490000,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1,https://cdn.tgdd.vn/Products/Images/44/322070/dell-vostro-15-3520-i5-v5i5610w1-thumb-600x600.jpg,8,512,SSD ,4.9,945.0,15490000,6
Laptop Asus TUF Gaming A15 FA506NC R5 7535HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN017W),Asus,18990000,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/322568/asus-tuf-gaming-a15-fa506nc-r5-hn017w-thumb-600x600.jpg,16,512,SSD ,5.0,1200.0,22990000,17
Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (9H1N9PT),HP,27490000,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt,https://cdn.tgdd.vn/Products/Images/44/327409/hp-elitebook-630-g10-i7-9h1n9pt-thumb-600x600.jpg,16,512,SSD ,5.0,157.0,27790000,0
Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),Acer,12990000,https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007,https://cdn.tgdd.vn/Products/Images/44/271044/acer-aspire-a514-54-5127-i5-nxa28sv007-thumb-600x600.jpg,8,512,SSD ,4.9,1300.0,15490000,16
Laptop Asus TUF Gaming A15 FA507NV R7 7735HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP031W),Asus,26990000,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/315892/asus-tuf-gaming-a15-fa507nv-r7-lp031w-glr-thumb-600x600.jpg,16,512,SSD ,4.9,715.0,30990000,12
Laptop Acer Gaming Nitro 5 Tiger AN515 58 773Y i7 12700H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001),Acer,19490000,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/283458/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001-thumb-600x600.jpg,8,512,SSD ,4.9,172.0,31990000,39
Laptop MSI Prestige 13 AI Evo A1MG Ultra 7 155H/32GB/1TB/Balo/Chuột/Win11 (062VN),MSI,31690000,https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn,https://cdn.tgdd.vn/Products/Images/44/322959/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn-070424-040052-600x600.jpg,32,1024,SSD ,5.0,50.0,33990000,6
Laptop Acer Gaming Nitro V ANV15 51 57B2 i5 13420H/8GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.001),Acer,23990000,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001,https://cdn.tgdd.vn/Products/Images/44/318354/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001-thumb-laptop-600x600.jpg,8,512,SSD ,5.0,208.0,26990000,11
Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS/32GB/1TB/8GB RTX4060/165Hz/Win11 (83DH003BVN),Lenovo,42690000,https://www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn,https://cdn.tgdd.vn/Products/Images/44/329111/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn-thumb-600x600.jpg,32,1024,SSD ,5.0,7.0,44990000,5
Laptop Acer Swift AI SF14 51 53P9 Ultra 5 226V/16GB/1TB/Win11 (NX.J2KSV.002),Acer,34990000,https://www.thegioididong.com/laptop/acer-swift-ai-sf14-51-53p9-ultra-5-nxj2ksv002,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332397/acer-swift-ai-sf14-51-53p9-ultra-5-nxj2ksv002-thumb-638679578702772937-600x600.jpg,16,1024,SSD ,0.0,0.0,0,0
Laptop Dell Vostro 3420 i5 1235U/8GB/512GB/OfficeHS/Win11 (V4I5702W1),Dell,14490000,https://www.thegioididong.com/laptop/dell-vostro-3420-i5-v4i5702w1,https://cdn.tgdd.vn/Products/Images/44/325243/dell-vostro-3420-i5-v4i5702w1-thumb-new-600x600.jpg,8,512,SSD ,5.0,1000.0,16190000,10
Laptop HP Envy X360 14 fa0050AU R5 8640HS/16GB/512GB/Touch/Pen/Win11 (A29H8PA),HP,26790000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,https://cdn.tgdd.vn/Products/Images/44/328815/hp-envy-x360-14-fa0050au-r5-a29h8pa-130824-082745-600x600.jpg,16,512,SSD ,5.0,135.0,28990000,7
Laptop HP Gaming VICTUS 16 s0173AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (A9LG9PA),HP,22690000,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,https://cdn.tgdd.vn/Products/Images/44/328443/hp-victus-16-s0173ax-r5-a9lg9pa-thumb-600x600.jpg,16,512,SSD ,5.0,113.0,27390000,17
Laptop Dell Inspiron 7440 Core 7 150U/16GB/1TB/Touch/Pen/OfficeHS/Win11 (N7440-C7U161W11IBU),Dell,30990000,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329852/dell-inspiron-7440-core-7-n7440c7u161w11ibu-thumb-638621776539276752-600x600.jpg,16,1024,SSD ,5.0,90.0,33490000,7
Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP167W),Asus,27490000,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vu-i7-lp167w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/320434/asus-tuf-gaming-f15-fx507vu-i7-lp167w-thumb-600x600.jpg,16,512,SSD ,4.9,909.0,29990000,8
Laptop MSI Gaming Stealth 16 Mercedes AMG A1VGG Ultra 9 185H/32GB/2TB/8GB RTX4070/240Hz/Win11 (293VN),MSI,65690000,https://www.thegioididong.com/laptop/msi-stealth-16-mercedes-amg-a1vgg-ultra-9-293vn,https://cdn.tgdd.vn/Products/Images/44/328600/msi-stealth-16-mercedes-amg-a1vgg-ultra-9-293vn-thumb-600x600.jpg,32,2048,SSD ,0.0,1.0,70990000,7
Laptop MSI Gaming Thin A15 B7UCX R5 7535HS/8GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (020VN),MSI,15690000,https://www.thegioididong.com/laptop/msi-gaming-thin-a15-b7ucx-r5-020vn,https://cdn.tgdd.vn/Products/Images/44/322097/msi-gaming-thin-a15-b7ucx-r5-020vn-thumb-600x600.jpg,8,512,SSD ,5.0,49.0,18990000,17
Laptop Acer Swift AI SF14 51 75VP Ultra 7 258V/32GB/1TB/Win11 (NX.J2KSV.001),Acer,39990000,https://www.thegioididong.com/laptop/acer-swift-ai-sf14-51-75vp-ultra-7-nxj2ksv001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332398/acer-swift-ai-sf14-51-75vp-ultra-7-nxj2ksv001-thumb-638679579906556784-600x600.jpg,32,1024,SSD ,0.0,1.0,0,0
Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/OfficeHS/Win11 (KHPF5),Dell,27990000,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-khpf5,https://cdn.tgdd.vn/Products/Images/44/328947/dell-inspiron-16-5640-core-7-khpf5-thumb-600x600.jpg,16,1024,SSD ,5.0,220.0,29490000,5
Laptop Lenovo ThinkPad E14 Gen 6 Ultra 7 155U/16GB/512GB/Win11 (21M7004UVN),Lenovo,28190000,https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-7-21m7004uvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326639/lenovo-thinkpad-e14-ultra-7-21m7004uvn-thumb-638646018111183543-600x600.jpg,16,512,SSD ,5.0,99.0,28790000,0
Laptop Asus TUF Gaming A15 FA507NVR R7 7435HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP007W),Asus,26990000,https://www.thegioididong.com/laptop/asus-fa507nvr-r7-lp007w,https://cdn.tgdd.vn/Products/Images/44/327896/asus-fa507nvr-r7-lp007w-thumb-600x600.jpg,16,512,SSD ,5.0,98.0,29490000,8
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HN074W),Asus,19690000,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn074w,https://cdn.tgdd.vn/Products/Images/44/310803/asus-tuf-gaming-f15-fx507zc4-i5-hn074w-thumb-600x600.jpg,8,512,SSD ,4.9,1000.0,23990000,17
Laptop Dell Inspiron 15 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5791W1),Dell,18490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1,https://cdn.tgdd.vn/Products/Images/44/315952/dell-inspiron-15-3530-i5-n5i5791w1-thumb-1-600x600.jpg,16,512,SSD ,4.9,1100.0,19990000,7
Laptop HP Envy X360 14 fa0048AU R7 8840HS/16GB/512GB/Touch/Pen/Win11 (A19BQPA),HP,29490000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa,https://cdn.tgdd.vn/Products/Images/44/326829/hp-envy-x360-14-fa0048au-r7-a19bqpa-thumb-1-600x600.jpg,16,512,SSD ,5.0,52.0,31690000,6
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),Dell,26990000,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/309305/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu-glr-thumb-600x600.jpg,16,512,SSD ,4.9,656.0,29490000,8
Laptop Asus TUF Gaming A15 FA507NU R5 7535HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP105W),Asus,22490000,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/321059/asus-tuf-gaming-a15-fa507nu-r5-lp105w-thumb-600x600.jpg,16,512,SSD ,4.9,997.0,26490000,15
Laptop HP Gaming VICTUS 16 s0078AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (8C5N7PA),HP,20990000,https://www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/326059/hp-victus-16-s0078ax-r5-8c5n7pa-thumb-600x600.jpg,16,512,SSD ,5.0,134.0,27390000,23
Laptop MSI Gaming Katana A15 AI B8VG R7 8845HS/16GB/1TB/8GB RTX4070/144Hz/Balo/Chuột/Bàn di/Win11 (465VN),MSI,37690000,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn,https://cdn.tgdd.vn/Products/Images/44/326280/msi-katana-a15-ai-b8vg-r7-465vn-thumb-600x600.jpg,16,1024,SSD ,5.0,16.0,39990000,5
Laptop Acer Nitro V 16 ProPanel ANV16 41 R6ZY R5 8645HS/16GB/512GB/6GB RTX3050/165Hz/Win11 (NH.QP2SV.002),Acer,23490000,https://www.thegioididong.com/laptop/acer-nitro-v-16-propanel-anv16-41-r6zy-r5-nhqp2sv002,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332579/acer-nitro-v-16-propanel-anv16-41-r6zy-r5-nhqp2sv002-thumb-638684901101504964-600x600.jpg,16,512,SSD ,0.0,1.0,27490000,14
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (N3530-i7U161W11BLU-FP),Dell,22490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i7u161w11blufp,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331508/dell-inspiron-15-3530-i7-n3530i7u161w11blufp-thumb-638661793939936402-600x600.jpg,16,1024,SSD ,5.0,95.0,23490000,0
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (P16WD2),Dell,18490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330165/dell-inspiron-15-3530-i5-p16wd2-thumb-638627969402727335-600x600.jpg,16,512,SSD ,5.0,157.0,19190000,0
Laptop Asus Vivobook 15 X1504VA i5 1335U/8GB/512GB/Win11 (NJ025W),Asus,14990000,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,https://cdn.tgdd.vn/Products/Images/44/305008/asus-vivobook-15-x1504va-i5-nj025w-thumb-600x600.jpg,8,512,SSD ,4.9,2800.0,17990000,16
Laptop Asus Zenbook 14 OLED UX3405MA Ultra 9 185H/32GB/1TB/120Hz/Túi/Win11 (PP475W),Asus,33990000,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w,https://cdn.tgdd.vn/Products/Images/44/324821/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w-thumb-600x600.jpg,32,1024,SSD ,4.9,170.0,36990000,8
Laptop Dell Latitude 3440 i7 1355U/16GB/512GB/Win11 (71038103),Dell,23990000,https://www.thegioididong.com/laptop/dell-latitude-3440-i7-71038103,https://cdn.tgdd.vn/Products/Images/44/327902/dell-latitude-3440-i7-71038103-thumb-600x600.jpg,16,512,SSD ,5.0,85.0,26990000,11
Laptop Asus TUF Gaming Dash F15 FX517ZE i5 12450H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (HN045W),Asus,21990000,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,https://cdn.tgdd.vn/Products/Images/44/284343/asus-tuf-gaming-fx517ze-i5-hn045w-thumb-600x600.jpg,8,512,SSD ,4.9,413.0,24990000,12
Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (9H8H1PT),HP,24990000,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/327408/hp-probook-450-g10-i7-9h8h1pt-thumb-600x600.jpg,16,512,SSD ,5.0,72.0,26990000,7
Laptop HP Envy X360 14 fc0083TU Ultra 7 155U/32GB/1TB/Touch/Pen/Win11 (A19BSPA),HP,35190000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326833/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa-thumb-638647780880926290-600x600.jpg,32,1024,SSD ,4.9,77.0,36590000,0
Laptop Lenovo ThinkBook 16 G7 Ultra 5 125U/16GB/512GB/Win11 (21MS007GVN),Lenovo,22690000,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-5-21ms007gvn,https://cdn.tgdd.vn/Products/Images/44/326640/lenovo-thinkbook-16-g7-ultra-5-21ms007gvn-thumb-600x600.jpg,16,512,SSD ,5.0,67.0,23190000,0
Laptop MSI Prestige 14 AI Studio C1UDXG Ultra 7 155H/16GB/1TB/6GB RTX3050/144Hz/Túi/Win11 (058VN),MSI,27690000,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn,https://cdn.tgdd.vn/Products/Images/44/329787/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn-thumb-600x600.jpg,16,1024,SSD ,5.0,15.0,30990000,10
Laptop Asus Vivobook S 15 S5507QA X1E 78 100/32GB/1TB/Win11/OfficeHS (MA090WS),Asus,30290000,https://www.thegioididong.com/laptop/asus-s5507qa-x1e-78-100-ma090ws,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331749/asus-s5507qa-x1e-78-100-ma090ws-thumb-638666583407420969-600x600.jpg,32,1024,SSD ,5.0,3.0,34990000,13
