name,brand,price (đ),link_item,link_img,ram (GB),rom (GB),rom_type,rate,quantity_sale,original price (đ),discount percent
Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Chuột/Win11 (NJ776W),Asus,12690000,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w,https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-thumb-600x600.jpg,16,512,SSD ,4.9,14700.0,14490000,12
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5052W1),Dell,16490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1,https://cdn.tgdd.vn/Products/Images/44/325242/dell-inspiron-15-3520-i5-n5i5052w1-thumb-600x600.jpg,16,512,SSD ,5.0,7400.0,16990000,0
Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA),HP,13690000,https://www.thegioididong.com/laptop/hp-15-fc0085au-r5-a6vv8pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327098/hp-15-fc0085au-r5-a6vv8pa-thumb-638624255401777068-600x600.jpg,16,512,SSD ,4.9,5400.0,15190000,9
Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002),Acer,10990000,https://www.thegioididong.com/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002,https://cdn.tgdd.vn/Products/Images/44/321436/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-thumb-600x600.jpg,8,512,SSD ,4.9,3300.0,12990000,15
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),Lenovo,14190000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn,https://cdn.tgdd.vn/Products/Images/44/313333/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-thumb-600x600.jpg,16,512,SSD ,4.9,7300.0,15990000,11
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,MacBook,17790000,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/231244/macbook-air-m1-2020-gray-600x600.jpg,8,256,SSD ,4.9,11700.0,19990000,11
Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W),Asus,9990000,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w,https://cdn.tgdd.vn/Products/Images/44/312414/asus-vivobook-15-x1504za-i3-nj102w-thumb-600x600.jpg,8,512,SSD ,4.9,8700.0,12290000,18
Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA),HP,16690000,https://www.thegioididong.com/laptop/hp-15-fd0234tu-i5-9q969pa,https://cdn.tgdd.vn/Products/Images/44/323920/hp-15-fd0234tu-i5-9q969pa-thumb-1-600x600.jpg,16,512,SSD ,4.9,4900.0,19790000,15
Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001),Acer,13590000,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001,https://cdn.tgdd.vn/Products/Images/44/326637/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-100624-101857-600x600.jpg,16,512,SSD ,4.9,2400.0,14990000,9
Laptop Lenovo Ideapad Slim 3 15AMN8 R5 7520U/16GB/512GB/Win11 (82XQ00J0VN),Lenovo,12690000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15amn8-r5-82xq00j0vn,https://cdn.tgdd.vn/Products/Images/44/325500/lenovo-ideapad-slim-3-15amn8-r5-82xq00j0vn-thumb-600x600.jpg,16,512,SSD ,4.9,3000.0,14390000,11
Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/120Hz/Win11 (MA415W),Asus,16690000,https://www.thegioididong.com/laptop/asus-asus-vivobook-15-oled-a1505za-i5-ma415w,https://cdn.tgdd.vn/Products/Images/44/325477/asus-asus-vivobook-15-oled-a1505za-i5-ma415w-thumb-600x600.jpg,16,512,SSD ,4.9,4800.0,19990000,16
Laptop HP 15 fd0303TU i3 1315U/8GB/512GB/Win11 (A2NL4PA),HP,11890000,https://www.thegioididong.com/laptop/hp-15-fd0303tu-i3-a2nl4pa,https://cdn.tgdd.vn/Products/Images/44/326050/hp-15-fd0303tu-i3-a2nl4pa-thumb-1-600x600.jpg,8,512,SSD ,5.0,4300.0,13490000,11
Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),Acer,9990000,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,https://cdn.tgdd.vn/Products/Images/44/326876/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001-thumb-600x600.jpg,8,512,SSD ,5.0,1900.0,10990000,9
Laptop Lenovo Ideapad Slim 5 14IAH8 i5 12450H/16GB/1TB/Win11 (83BF003WVN),Lenovo,17190000,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14iah8-i5-83bf003wvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322082/lenovo-ideapad-5-14iah8-i5-83bf003wvn-thumb-laptop-638632059812795496-600x600.jpg,16,1024,SSD ,4.9,2400.0,18490000,7
Laptop Apple MacBook Air 13 inch M2 16GB/256GB,MacBook,22990000,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,https://cdn.tgdd.vn/Products/Images/44/289472/apple-macbook-air-m2-2022-16gb-256gb-thumb-600x600.jpg,16,256,SSD ,5.0,1000.0,24990000,8
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,Dell,16490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/321192/dell-inspiron-15-3520-i5-25p231-191224-111332-187-600x600.jpg,16,512,SSD ,4.9,8400.0,16990000,0
Laptop Asus Vivobook X1404ZA i5 1235U/16GB/512GB/Win11 (NK376W),Asus,14490000,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w,https://cdn.tgdd.vn/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-thumb-600x600.jpg,16,512,SSD ,4.9,5300.0,16490000,12
Laptop HP 245 G10 R5 7530U/8GB/512GB/Win11 (A20TDPT),HP,12890000,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,https://cdn.tgdd.vn/Products/Images/44/326049/hp-245-g10-r5-a20tdpt-thumb-600x600.jpg,8,512,SSD ,4.9,3500.0,14590000,11
Laptop Acer Aspire 3 A314 42P R3B3 R7 5700U/16GB/512GB/Win11 (NX.KSFSV.001),Acer,12490000,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,https://cdn.tgdd.vn/Products/Images/44/322222/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001-thumb-600x600.jpg,16,512,SSD ,4.9,1800.0,13990000,10
Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),Lenovo,13190000,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn,https://cdn.tgdd.vn/Products/Images/44/313627/lenovo-ideapad-1-15alc7-r7-82r400c1vn-thumb-1-600x600.jpg,16,512,SSD ,4.9,3400.0,14490000,8
Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),Acer,9190000,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,https://cdn.tgdd.vn/Products/Images/44/326875/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001-thumb-600x600.jpg,8,256,SSD ,5.0,1900.0,10490000,12
Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),Lenovo,21790000,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15iax9-i5-83gs000jvn,https://cdn.tgdd.vn/Products/Images/44/322072/lenovo-loq-gaming-15iax9-i5-83gs000jvn-thumb-new-600x600.jpg,16,512,SSD ,4.9,3800.0,24990000,12
Laptop Asus Vivobook X1404ZA i3 1215U/8GB/512GB/Win11 (NK246W),Asus,9990000,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,https://cdn.tgdd.vn/Products/Images/44/317712/asus-vivobook-x1404za-i3-nk246w-thumb-600x600.jpg,8,512,SSD ,4.9,5300.0,11990000,16
Laptop HP Pavilion 15 eg3093TU i5 1335U/16GB/512GB/Win11 (8C5L4PA),HP,18990000,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,https://cdn.tgdd.vn/Products/Images/44/311176/hp-pavilion-15-eg3093tu-i5-8c5l4pa-glr-thumb-600x600.jpg,16,512,SSD ,4.9,2700.0,21290000,10
Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (AG2J7AT),HP,15890000,https://www.thegioididong.com/laptop/hp-240-g9-i5-ag2j7at,https://cdn.tgdd.vn/Products/Images/44/328814/hp-240-g9-i5-ag2j7at-thumb-600x600.jpg,16,512,SSD ,5.0,2000.0,19590000,18
Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1608W),Asus,14490000,https://www.thegioididong.com/laptop/asus-x1504za-i5-nj1608w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329858/asus-x1504za-i5-nj1608w-thumb-638621785794788808-600x600.jpg,16,512,SSD ,4.9,885.0,16990000,14
Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/16GB/512GB/4GB RTX2050/144Hz/Win11 (83LK000BVN),Lenovo,17690000,https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk000bvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332365/lenovo-loq-15iax9e-i5-83lk000bvn-thumb-638679665193683491-600x600.jpg,16,512,SSD ,5.0,290.0,19990000,11
Laptop Dell Latitude 3440 i5 1235U/16GB/512GB/Win11 (L3440-I51235U-16G512G),Dell,16990000,https://www.thegioididong.com/laptop/dell-latitude-3440-i5-l3440i51235u16g512g,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327980/dell-latitude-3440-i5-l3440i51235u16g512g-thumb-638622519854309572-600x600.jpg,16,512,SSD ,4.9,1500.0,18990000,10
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),MSI,19690000,https://www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn,https://cdn.tgdd.vn/Products/Images/44/326861/msi-gf63-thin-12ve-i5-460vn-150624-020653-600x600.png,16,512,SSD ,4.9,1800.0,22990000,14
Laptop Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX/16GB/512GB/8GB RTX4060/165Hz/Win11 (NH.QLUSV.005),Acer,27690000,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330169/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005-thumb-638627244359058726-600x600.jpg,16,512,SSD ,4.9,539.0,37990000,27
Laptop Acer Aspire 3 A315 58 529V i5 1135G7/8GB/256GB/Win11 (NX.ADDSV.00N),Acer,9690000,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-529v-i5-nxaddsv00n,https://cdn.tgdd.vn/Products/Images/44/329075/acer-aspire-3-a315-58-529v-i5-nxaddsv00n-140924-125407-600x600.jpg,8,256,SSD ,4.9,1900.0,10990000,11
Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/6GB RTX3050/144Hz/Win11 (83GS00D9VN),Lenovo,23190000,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00d9vn,https://cdn.tgdd.vn/Products/Images/44/327050/lenovo-loq-15iax9-i5-83gs00d9vn-thumb-600x600.jpg,24,512,SSD ,5.0,2000.0,25490000,9
Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (AG2J5AT),HP,11190000,https://www.thegioididong.com/laptop/hp-240-g9-i3-ag2j5at,https://cdn.tgdd.vn/Products/Images/44/328906/hp-240-g9-i3-ag2j5at-150824-034345-600x600.jpg,8,512,SSD ,5.0,1200.0,13690000,18
Laptop Asus Gaming Vivobook K3605ZF i5 12500H/16GB/512GB/4GB RTX2050/Win11 (RP745W),Asus,18190000,https://www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w,https://cdn.tgdd.vn/Products/Images/44/328237/asus-vivobook-16x-k3605zf-i5-rp745w-thumb-600x600.jpg,16,512,SSD ,4.9,2400.0,19490000,6
Laptop MSI Gaming Thin 15 B12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (2046VN),MSI,16690000,https://www.thegioididong.com/laptop/msi-thin-15-b12ucx-i5-2046vn,https://cdn.tgdd.vn/Products/Images/44/326124/msi-thin-15-b12ucx-i5-2046vn-thumb-600x600.jpg,16,512,SSD ,5.0,994.0,18990000,12
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U165W11SLU),Dell,18490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu,https://cdn.tgdd.vn/Products/Images/44/327981/dell-inspiron-15-3530-i5-n3530i5u165w11slu-thumb-600x600.jpg,16,512,SSD ,5.0,1100.0,19990000,7
Laptop Acer Aspire 5 A515 58P 34RJ i3 1315U/8GB/512GB/Win11 (NX.KHJSV.003),Acer,9990000,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003,https://cdn.tgdd.vn/Products/Images/44/307185/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003-thumb-600x600.png,8,512,SSD ,4.9,1500.0,13090000,23
Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),MSI,12890000,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,https://cdn.tgdd.vn/Products/Images/44/311016/msi-modern-15-b12mo-i5-628vn-thumb-1-600x600.jpg,16,512,SSD ,4.9,2000.0,14990000,14
Laptop HP 15 fd0015TU i7 1355U/16GB/512GB/Win11 (A19C5PA),HP,20690000,https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,https://cdn.tgdd.vn/Products/Images/44/325691/hp-15-fd0015tu-i7-a19c5pa-thumb-1-600x600.jpg,16,512,SSD ,4.9,2100.0,21990000,5
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W),Asus,20990000,https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w,https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330wthumb-600x600.jpg,16,512,SSD ,5.0,1100.0,22490000,6
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71043888),Dell,21490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888,https://cdn.tgdd.vn/Products/Images/44/328946/dell-inspiron-15-3530-i7-71043888-thumb-600x600.jpg,16,512,SSD ,5.0,866.0,22390000,0
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),Acer,12990000,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b,https://cdn.tgdd.vn/Products/Images/44/304543/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b-thumb-600x600.jpg,8,512,SSD ,4.9,2200.0,15990000,18
Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/1TB/Win11 (NJ1528W),Asus,14990000,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1528w,https://cdn.tgdd.vn/Products/Images/44/322861/asus-vivobook-15-x1504za-i5-1nj1528w-thumb-1-600x600.jpg,16,1024,SSD ,4.9,1900.0,17490000,14
Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/6GB RTX4050/144Hz/Win11 (83JC0040VN),Lenovo,27190000,https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r7-83jc0040vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327051/lenovo-loq-15arp9-r7-83jc0040vn-thumb-laptop-638632064157592071-600x600.jpg,24,512,SSD ,5.0,717.0,29490000,7
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),MSI,17190000,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,https://cdn.tgdd.vn/Products/Images/44/314849/msi-bravo-15-b7ed-r5-010vn-thumb-2-600x600.png,16,512,SSD ,4.9,1400.0,18490000,7
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U165W11BLU-FP),Dell,16490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329853/dell-inspiron-15-3520-i5-n3520i5u165w11blufp-thumb-638621799086929611-600x600.jpg,16,512,SSD ,5.0,710.0,16990000,0
Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1546W),Asus,14490000,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w,https://cdn.tgdd.vn/Products/Images/44/327977/asus-vivobook-15-x1504za-i5-nj1546w-thumb-600x600.jpg,16,512,SSD ,4.9,1000.0,16990000,14
Laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (94F19PA),HP,18690000,https://www.thegioididong.com/laptop/hp-victus-15-fb1022ax-r5-94f19pa,https://cdn.tgdd.vn/Products/Images/44/321467/hp-victus-15-fb1022ax-r5-94f19pa-thumb-1-600x600.jpg,16,512,SSD ,5.0,2200.0,25490000,26
Laptop Asus Zenbook 14 OLED UX3402VA i5 13500H/16GB/512GB/90Hz/Win11 (KM657W),Asus,22990000,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-i5-km657w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/325480/asus-zenbook-14-oled-i5-km657w-080524-034034-600x600.jpg,16,512,SSD ,4.9,639.0,26990000,14
Laptop HP Pavilion X360 14 ek2024TU Core 5 120U/16GB/512GB/Touch/Pen/Win11 (9Z2V6PA),HP,24190000,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,https://cdn.tgdd.vn/Products/Images/44/326830/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa-thumb-new-600x600.jpg,16,512,SSD ,5.0,731.0,24990000,0
Laptop Apple MacBook Air 13 inch M3 16GB/512GB,MacBook,31490000,https://www.thegioididong.com/laptop/macbook-air-13-inch-m3-2024-16gb-512gb,https://cdn.tgdd.vn/Products/Images/44/322634/macbook-air-13-inch-m3-2024-16gb-512gb-050324-110820-600x600.jpg,16,512,SSD ,5.0,492.0,32990000,0
Laptop MSI Gaming Katana 15 B13UDXK i7 13620H/16GB/1TB/6GB RTX3050/144Hz/Balo/Win11 (2077VN),MSI,24690000,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn,https://cdn.tgdd.vn/Products/Images/44/326122/msi-katana-15-b13udxk-i7-2077vn-thumb-600x600.jpg,16,1024,SSD ,5.0,633.0,26990000,8
Laptop Lenovo V14 G4 i7 1355U/16GB/512GB/Win11 (83A00012VN),Lenovo,18690000,https://www.thegioididong.com/laptop/lenovo-thinkpad-v14-i7-83a00012vn,https://cdn.tgdd.vn/Products/Images/44/326641/lenovo-thinkpad-v14-i7-83a00012vn-thumb-600x600.jpg,16,512,SSD ,4.9,240.0,19990000,6
Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (N5I7125W1),Dell,19990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n5i7125w1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333105/dell-inspiron-15-3520-i7-n5i7125w1-thumb-638702886881514129-600x600.jpg,16,512,SSD ,5.0,67.0,20690000,0
Laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H/16GB/1TB/Win11 (83EM003FVN),Lenovo,18290000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn,https://cdn.tgdd.vn/Products/Images/44/322073/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn-thumb-600x600.jpg,16,1024,SSD ,4.9,1700.0,19490000,6
Laptop Asus Vivobook 16 X1605VA i5 1335U/16GB/512GB/Win11 (MB360W),Asus,16490000,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w,https://cdn.tgdd.vn/Products/Images/44/309375/asus-vivobook-16-x1605va-i5-mb360w-thumb-laptop-600x600.jpg,16,512,SSD ,4.9,3900.0,18990000,13
Laptop MSI Gaming Thin 15 B12UC i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (2045VN),MSI,18190000,https://www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn,https://cdn.tgdd.vn/Products/Images/44/326279/msi-thin-15-b12uc-i5-2045vn-thumb-600x600.jpg,16,512,SSD ,5.0,608.0,20990000,13
Laptop Asus Vivobook 14 X1404VA i5 1335U/16GB/512GB/Win11 (NK050W),Asus,16490000,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w,https://cdn.tgdd.vn/Products/Images/44/317704/asus-vivobook-14-x1404va-i5-nk050w-thumb-600x600.jpg,16,512,SSD ,4.9,2800.0,18490000,10
Laptop HP 240 G8 i3 1115G4/8GB/512GB/Win11 (6L1A2PA),HP,10190000,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a2pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/318165/hp-240-g8-i3-6l1a2pa-glr-thumb-600x600.jpg,8,512,SSD ,4.9,2700.0,12790000,20
Laptop Acer Gaming Nitro V ANV15 51 53NE i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.002),Acer,18990000,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002,https://cdn.tgdd.vn/Products/Images/44/319657/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002-thumb-600x600.jpg,16,512,SSD ,5.0,625.0,23990000,20
Laptop HP Pavilion 15 eg2082TU i5 1240P/8GB/512GB/Win11 (7C0Q5PA),HP,15690000,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa,https://cdn.tgdd.vn/Products/Images/44/302533/hp-pavilion-15-eg2082tu-i5-7c0q5pa-thumb-600x600.jpg,8,512,SSD ,4.9,3300.0,19790000,20
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),Acer,16590000,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,https://cdn.tgdd.vn/Products/Images/44/314630/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002-170923-015941-600x600.jpg,16,512,SSD ,4.9,5300.0,20490000,19
Laptop Acer Aspire 7 A715 76 53PJ i5 12450H/16GB/512GB/Win11 (NH.QGESV.007),Acer,13690000,https://www.thegioididong.com/laptop/acer-aspire-7-a715-76-53pj-i5-nhqgesv007,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332578/acer-aspire-7-a715-76-53pj-i5-nhqgesv007-thumb-638684900833732192-600x600.jpg,16,512,SSD ,5.0,184.0,15990000,14
Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT),HP,17590000,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,https://cdn.tgdd.vn/Products/Images/44/323325/hp-240-g10-i5-9h2e4pt-thumb-600x600.jpg,16,512,SSD ,4.9,1100.0,19590000,10
Laptop Asus Gaming Vivobook K3605ZC i5 12500H/16GB/512GB/4GB RTX3050/Win11 (RP629W),Asus,20490000,https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w,https://cdn.tgdd.vn/Products/Images/44/328238/asus-vivobook-16x-k3605zc-i5-rp629w-thumb-600x600.jpg,16,512,SSD ,5.0,932.0,21990000,6
Laptop HP Gaming VICTUS 15 fa1139TX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (8Y6W3PA),HP,19690000,https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,https://cdn.tgdd.vn/Products/Images/44/318163/hp-victus-15-fa1139tx-i5-8y6w3pa-thumb-600x600.jpg,16,512,SSD ,4.9,2600.0,24590000,19
Laptop Lenovo Ideapad Slim 5 15IRU9 Core 5 120U/16GB/512GB/Win11 (83D0000EVN),Lenovo,17790000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326574/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn-thumb-638622511854518494-600x600.jpg,16,512,SSD ,5.0,500.0,21690000,17
Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i7U165W11BLU-FP),Dell,19990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-thumb-638702848775391484-600x600.jpg,16,512,SSD ,5.0,32.0,20990000,0
Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Túi/Win11,Asus,26990000,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w,https://cdn.tgdd.vn/Products/Images/44/320431/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w-thumb-1-600x600-1-600x600.jpg,16,512,SSD ,4.9,977.0,28990000,6
Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H/32GB/1TB/Win11 (83DA0020VN),Lenovo,26990000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn,https://cdn.tgdd.vn/Products/Images/44/328135/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn-thumb-600x600.jpg,32,1024,SSD ,4.9,146.0,28690000,5
Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN),MSI,28690000,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn,https://cdn.tgdd.vn/Products/Images/44/310447/msi-katana-15-b13vfk-i7-676vn-thumb-600x600.jpg,16,1024,SSD ,4.9,414.0,31990000,10
